path,speakerId,transcription,action,object,location,intent,predicted intent,prediction,Self-reported fluency level ,First Language spoken,Current language used for work/school,gender,ageRange,total_silence,total_middle_silence,n_pauses,n_middle_pauses,total_duration,not_silence_duration,trimmed_duration,n_words,n_chars,speed_rate_word,speed_rate_char,speed_rate_word_trimmed,speed_rate_char_trimmed,RMS,ZCR,MFCC_5,MFCC_10,MFCC_15,MFCC_20,MFCC_25,MFCC_30,chroma,duration,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,pF,fdisp,avgFormant,mff,fitch_vtl,delta_f,vtl_delta_f
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/cbdf5700-452c-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn on the lights,activate,lights,none,activatelightsnone,activatelightsnone,1,native,English (United States),English (United States),female,22-40,2.111,0.0,2,0,3.157,1.0460000000000005,1.052,4,15,0.78925,0.2104666666666666,0.263,0.0701333333333333,0.0241130145456222,6729.0,-69.30936,-32.190174,-23.31065,-18.599104,-15.621365,-13.663327,0.28957412,3.1573125,102.42958723389526,3.707929972714197,10.61206550310734,0.0088135059404472,8.595283686841104e-05,0.0045308934241064,0.0048700759622363,0.0135926802723193,0.0972381048099332,0.9392961354163876,0.0472265569892036,0.0531977252099853,0.0748761189533538,0.1416796709676108,625.1036729408469,1628.6594599507418,2529.179999740678,3885.3107221386617,654.3957872485421,1575.1797714389045,2507.0706291410334,3761.0712748769593,0.6037186334449569,1035.558495876139,2124.42936567636,1765.6807750153987,15.942944106173588,1053.3996945573604,16.612877420050438
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/cff92500-452c-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn off the lights,deactivate,lights,none,deactivatelightsnone,deactivatelightsnone,1,native,English (United States),English (United States),female,22-40,2.1049999999999995,0.0,2,0,3.243,1.1380000000000003,1.1489999999999998,4,16,0.81075,0.2026875,0.2872499999999999,0.0718124999999999,0.0248713752272008,8137.0,-70.85151,-32.31674,-23.177956,-18.666271,-15.733444,-13.845063,0.30558667,3.2426875,199.0417869713175,30.266098765326785,10.646394513242514,0.0138114077878994,6.874622533132173e-05,0.0075438919851833,0.0072240844603807,0.0226316759555501,0.0862260792572019,0.8409466195093984,0.0434552984226038,0.0466267314769674,0.0670410537796756,0.1303658952678114,710.4083695778017,1606.4816914422904,2442.3161854246014,3894.623597109361,727.1092648535407,1580.220736226238,2501.303346458329,3918.619702696378,0.8798032411037241,1063.836812614279,2181.8132625586213,1831.9104042378208,15.441735788306024,1081.062526778537,16.18777782645776
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/d36722a0-452c-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Change language,change language,none,none,change languagenonenone,change languagenonenone,1,native,English (United States),English (United States),female,22-40,1.774,0.0,2,0,2.731,0.957,0.984,2,14,1.3655,0.1950714285714285,0.492,0.0702857142857143,0.0303621481824602,6411.0,-65.59412,-31.34069,-23.321787,-18.76779,-15.972673,-14.092298,0.28910893,2.7306875,211.3183452687797,7.86566580658978,11.952229035498531,0.0134014692257675,6.339346453547616e-05,0.0068254458287856,0.0064551909498062,0.0204763374863568,0.0725807513849298,0.7896068178543346,0.0344185498170782,0.0363360160223809,0.0573175631417019,0.1032556494512348,541.3370355194194,1841.7177463684336,2782.2695236140707,3846.044746682862,590.0626344064287,1874.9965539849293,2884.7363239476663,3802.2529675634487,1.1847613566366813,1070.73011105234,2288.012119975618,1866.4288101857253,15.025965277985977,1125.1072545010402,15.55407267173018
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/d73086b0-452c-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Pause the music,deactivate,music,none,deactivatemusicnone,deactivatemusicnone,1,native,English (United States),English (United States),female,22-40,2.412,0.0,2,0,3.328,0.916,0.971,3,13,1.1093333333333333,0.256,0.3236666666666666,0.0746923076923077,0.0208687004345966,5791.0,-71.98131,-34.1075,-24.176434,-19.266092,-16.198767,-14.160629,0.30062288,3.328,214.10498611789896,8.599511409847846,14.845136639774903,0.017820507412252,8.396258421397229e-05,0.009440577054161,0.0094313402931036,0.0283217311624832,0.0622989831108997,0.6199007898542891,0.0296189172901578,0.0225139371288416,0.0389415395216225,0.0888567518704736,608.6504584616804,1759.0342398798334,2922.0403773138787,4125.008334174674,624.4977386664808,1854.4580473509595,2942.9481133075765,4148.29539133308,1.5621894845537465,1174.5992175555332,2392.549822664524,1939.0992596850283,14.4493712054481,1189.0638139664002,14.71746074050026
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/da54f830-452c-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Resume,activate,music,none,activatemusicnone,activatemusicnone,1,native,English (United States),English (United States),female,22-40,1.816,0.0,2,0,2.389,0.573,0.5860000000000001,1,6,2.389,0.3981666666666666,0.5860000000000001,0.0976666666666666,0.0257608868478253,4679.0,-71.38471,-33.55521,-24.284086,-19.391527,-16.044481,-14.024951,0.3029269,2.3893125,209.20358179260168,7.384192797681728,18.945559530367245,0.012067175125789,5.785778279903504e-05,0.0063113191017113,0.0051250253847883,0.0189339573051339,0.0573513825124248,0.5675716550492469,0.0248178112384545,0.0261216967745152,0.038678611106367,0.0744534337153637,493.3313860861,1803.2757632787868,2816.6598301868657,3819.897239780136,390.25931440976206,1840.5045018952976,3006.4114244879697,3840.147297689015,0.8728907436730595,1149.9626610930843,2269.330634620511,1696.9600349058264,16.796381373030954,1138.6871672942525,15.36857576219418
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/ddb1b7c0-452c-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Volume down,decrease,volume,none,decreasevolumenone,decreasevolumenone,1,native,English (United States),English (United States),female,22-40,2.129,0.0,2,0,2.901,0.7719999999999998,0.815,2,10,1.4505,0.2900999999999999,0.4075,0.0814999999999999,0.0224412991281244,5817.0,-68.08794,-31.313744,-22.99159,-17.985666,-15.160619,-13.390053,0.33353484,2.9013125,206.07700547220176,5.117647611375612,18.53800793526741,0.0091780800263218,4.453650449084391e-05,0.0052953076405035,0.0047317183044395,0.0158859229215105,0.0623755073272764,0.637852647055064,0.0260963775412685,0.0306897490656505,0.0534829753618412,0.0782891326238057,628.1244144794832,1636.5077929832603,2544.2658549352564,3746.4024706182254,700.5650543949022,1608.471226306172,2694.6713520523776,3936.933165914972,1.06627020652622,1078.78937050669,2235.160199667106,1859.43672137944,15.15082588972814,1108.5206584519074,15.786805475000744
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/e1501430-452c-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn the lights on,activate,lights,none,activatelightsnone,activatelightsnone,1,native,English (United States),English (United States),female,22-40,2.258,0.0,2,0,3.243,0.985,2.104,4,15,0.81075,0.2162,0.526,0.1402666666666666,0.0231084127616862,6505.0,-65.34165,-29.64239,-22.214182,-17.646795,-14.852958,-13.053927,0.32117665,3.2426875,208.58192287407755,4.871797500847887,15.473607831658477,0.0110456296864796,5.282077775937117e-05,0.0062920871803526,0.006123423809459,0.018876261541058,0.0617517652033278,0.6114822090903321,0.0292832040261691,0.0339989843403344,0.0546505412446951,0.0878496120785073,631.7816423534409,1639.7027339232804,2612.5155740596138,3853.135786443688,731.0060219307461,1552.2073996085087,2605.1746574146327,4063.2870680759793,1.079055342090729,1110.7603487150775,2237.9187867574665,1861.6424086251943,15.187176975569528,1115.631213913364,15.686187139399085
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/e4ccb7d0-452c-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch on the lights,activate,lights,none,activatelightsnone,activatelightsnone,1,native,English (United States),English (United States),female,22-40,1.826,0.0,2,0,2.987,1.161,2.2270000000000003,4,17,0.74675,0.1757058823529411,0.5567500000000001,0.131,0.033496909549386,9591.0,-63.88672,-28.820143,-20.935463,-16.68278,-14.244452,-12.464767,0.30453104,2.9866875,215.99425163465693,9.320185318658446,12.008219062680858,0.0125000083614943,5.797721555088583e-05,0.0073873722238142,0.0069284901394231,0.0221621166714426,0.0708771411661045,0.6922891356371863,0.0354350835664321,0.03466509620946,0.0453422564713659,0.1063052506992963,630.2309378752317,1637.3080813153365,2685.617122463708,3883.8400938017217,709.6371503753678,1505.3723835909218,2794.0602415352,4020.896599818207,1.152524626273442,1103.7531498142798,2257.491593829924,1861.2715521340697,15.164732088899498,1127.1983739893233,15.525217569348408
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/e7a3f3b0-452c-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Lights on,activate,lights,none,activatelightsnone,activatelightsnone,1,native,English (United States),English (United States),female,22-40,1.7159999999999995,0.0,2,0,2.389,0.673,0.684,2,8,1.1945,0.298625,0.342,0.0855,0.0297400206792669,4769.0,-65.713425,-30.251091,-21.767683,-17.391659,-14.575021,-12.925692,0.29338124,2.3893125,207.53616174464824,2.7905010494826112,15.631851610102585,0.0130182099725948,6.26312613509676e-05,0.0080750371395673,0.0061950038685011,0.0242251114187021,0.0576676666932963,0.5821259941196653,0.0238886161021419,0.0323623411925195,0.049187366890344,0.0716658483064258,612.5261499419812,1583.0127422562534,2470.697066640764,3626.333267857422,719.174248198693,1526.0930431737834,2609.7726017266214,3493.056523115165,0.6012263683258653,924.6274249721572,2087.0241040535657,1778.508132189905,15.916554174300504,1018.9931440037932,17.173815253790224
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/eb51e080-452c-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch off the lights,deactivate,lights,none,deactivatelightsnone,deactivatelightsnone,1,native,English (United States),English (United States),female,22-40,2.167,0.0,2,0,3.328,1.161,1.173,4,18,0.832,0.1848888888888888,0.29325,0.0651666666666666,0.0266886749992472,10231.0,-69.26574,-31.340038,-22.504442,-17.813948,-15.025475,-13.103845,0.29609483,3.328,202.7098912843865,30.494461736617588,9.992909299867154,0.0222155884543961,0.0001082788806695,0.0132338509002873,0.0113353598311818,0.039701552700862,0.0909853736263626,0.9256782979348784,0.0409201897831628,0.0458580582235494,0.081923900518948,0.1227605693494885,691.6055120120669,1658.0682560996995,2641.397162508065,3832.386787459894,762.6302426881065,1580.6227819069827,2693.3135311152737,3846.175121443434,1.1037619454906018,1027.8482929184424,2220.6854192884493,1879.81260333768,15.062417816912196,1092.721240335463,16.015063452621767
